Education Level,Years of Experience,Location,Industry,Job Title,Salary
Master's,26,Suburban,Finance,Data Scientist,111021.78173454256
Bachelor's,39,Urban,Finance,Data Scientist,120752.69301059193
Master's,9,Rural,Finance,Software Engineer,90545.84481090824
Master's,3,Urban,Tech,Others,81605.51421859454
PhD,18,Suburban,Healthcare,Data Scientist,114212.74690372773
Master's,27,Urban,Healthcare,Business Analyst,102388.43323147461
High School,20,Suburban,Healthcare,Business Analyst,58711.030518391715
Master's,13,Suburban,Finance,Project Manager,78120.07097622492
High School,32,Urban,Education,Project Manager,84866.46660965658
High School,9,Suburban,Finance,Software Engineer,32084.51345181775
High School,18,Suburban,Healthcare,Software Engineer,51665.12207929133
Bachelor's,29,Rural,Tech,Project Manager,96289.78847354515
PhD,21,Urban,Finance,Data Scientist,116988.09395504679
High School,2,Urban,Tech,Others,24066.375899755214
High School,36,Suburban,Healthcare,Business Analyst,86053.9747158208
Bachelor's,40,Suburban,Finance,Software Engineer,103524.0828262214
High School,17,Urban,Tech,Project Manager,52362.71953567075
Master's,10,Urban,Finance,Business Analyst,73876.00889298024
Master's,1,Urban,Healthcare,Software Engineer,52567.05114856851
PhD,11,Suburban,Education,Software Engineer,103157.52986268878
High School,5,Rural,Healthcare,Data Scientist,21732.812964800287
Bachelor's,39,Rural,Education,Software Engineer,108210.36459360953
Master's,28,Suburban,Education,Others,120918.91194598528
Bachelor's,29,Suburban,Healthcare,Software Engineer,98237.60779138135
Bachelor's,1,Suburban,Tech,Others,53269.74273237132
Master's,8,Urban,Finance,Data Scientist,71301.4220274035
Bachelor's,1,Suburban,Finance,Others,32945.923976315506
Master's,28,Urban,Finance,Business Analyst,130733.43863741757
Bachelor's,32,Rural,Education,Software Engineer,99218.5173946461
Master's,9,Suburban,Education,Project Manager,83747.55477310238
High School,33,Suburban,Healthcare,Project Manager,87858.88246554913
PhD,7,Urban,Tech,Others,108744.83349048726
Master's,36,Urban,Healthcare,Data Scientist,118754.6545453494
Master's,32,Urban,Healthcare,Others,121395.22443120109
PhD,5,Rural,Tech,Others,104235.49818905527
Master's,39,Rural,Education,Others,129801.4643195417
Master's,18,Suburban,Healthcare,Business Analyst,82140.20649531131
Bachelor's,31,Suburban,Healthcare,Business Analyst,82410.15846569235
PhD,26,Urban,Education,Others,127134.15370938313
High School,0,Rural,Finance,Data Scientist,29673.023636160266
Master's,32,Suburban,Tech,Software Engineer,130789.67270829805
PhD,39,Urban,Tech,Project Manager,127323.47762664426
Bachelor's,31,Urban,Finance,Business Analyst,97741.99242905453
High School,4,Rural,Tech,Software Engineer,50491.16534198966
PhD,16,Rural,Finance,Business Analyst,118058.08594887085
High School,7,Suburban,Healthcare,Business Analyst,50691.98618086713
High School,33,Suburban,Tech,Business Analyst,62355.553321493186
High School,8,Urban,Tech,Others,21841.064758021585
Master's,22,Urban,Healthcare,Others,105673.64078170461
Master's,34,Urban,Education,Business Analyst,133694.9655752098
Bachelor's,6,Suburban,Education,Business Analyst,48193.16208756091
Bachelor's,14,Rural,Healthcare,Project Manager,80752.38926743637
PhD,19,Suburban,Tech,Software Engineer,93672.68330707322
Bachelor's,24,Rural,Tech,Software Engineer,81017.91238232331
High School,2,Suburban,Tech,Data Scientist,38511.1845014663
High School,23,Suburban,Finance,Data Scientist,55996.874757306075
Master's,33,Rural,Education,Data Scientist,154388.7154045335
High School,21,Suburban,Tech,Others,55140.095629113974
PhD,10,Suburban,Education,Others,101785.83762321797
High School,7,Urban,Education,Project Manager,43594.92041855004
High School,38,Rural,Tech,Others,62388.26864162791
PhD,34,Rural,Healthcare,Data Scientist,111830.62406184689
Bachelor's,37,Urban,Healthcare,Business Analyst,98075.30225077784
Bachelor's,7,Rural,Education,Data Scientist,66322.86759547895
PhD,36,Urban,Finance,Project Manager,134830.60441124646
Master's,26,Rural,Education,Business Analyst,136498.20950501927
High School,27,Rural,Education,Others,63765.63754927465
PhD,39,Rural,Healthcare,Business Analyst,140863.10354732297
High School,33,Rural,Tech,Project Manager,74741.4197946187
Master's,31,Urban,Tech,Others,96593.49192819979
High School,14,Urban,Finance,Software Engineer,47083.9107083409
PhD,16,Rural,Healthcare,Data Scientist,96441.96301074052
High School,32,Suburban,Healthcare,Data Scientist,73867.20779680093
Bachelor's,15,Urban,Education,Project Manager,88007.59732550145
Master's,28,Rural,Healthcare,Project Manager,82436.69328245765
Master's,8,Urban,Education,Data Scientist,74335.55065003326
Master's,32,Suburban,Finance,Business Analyst,126114.81669807251
PhD,28,Suburban,Healthcare,Software Engineer,134993.69150320208
Master's,12,Suburban,Healthcare,Software Engineer,80153.47312047333
Bachelor's,20,Rural,Education,Project Manager,94349.80570417817
PhD,20,Rural,Healthcare,Project Manager,113376.06809033151
Bachelor's,4,Suburban,Tech,Business Analyst,43784.16540464095
High School,9,Urban,Finance,Project Manager,34338.946747891874
High School,5,Urban,Tech,Software Engineer,35433.853998412465
High School,12,Suburban,Education,Data Scientist,56716.99945494662
High School,0,Rural,Education,Software Engineer,26264.809446345156
Bachelor's,19,Urban,Education,Business Analyst,87099.96513400378
PhD,7,Urban,Finance,Data Scientist,94688.15727910982
PhD,9,Urban,Healthcare,Data Scientist,99275.23320205344
Master's,8,Rural,Tech,Software Engineer,75685.65723287479
Bachelor's,40,Suburban,Healthcare,Data Scientist,112093.58410323862
High School,2,Rural,Education,Data Scientist,46604.33557284012
Bachelor's,10,Urban,Healthcare,Project Manager,55658.70428540731
Master's,11,Suburban,Finance,Data Scientist,84739.95217852235
Master's,9,Rural,Education,Business Analyst,98005.0445994943
Bachelor's,24,Suburban,Healthcare,Data Scientist,96548.0139627153
Bachelor's,24,Urban,Tech,Project Manager,98764.07216661534
Bachelor's,10,Rural,Education,Others,74618.01864504178
PhD,35,Suburban,Education,Others,120011.00610313943
High School,38,Rural,Finance,Business Analyst,122315.44648955899
Bachelor's,25,Urban,Finance,Business Analyst,99645.80744555268
Bachelor's,13,Suburban,Tech,Data Scientist,68161.04661198334
Bachelor's,38,Urban,Healthcare,Data Scientist,102748.6554970052
Master's,39,Suburban,Healthcare,Others,140939.81579450716
Master's,0,Urban,Education,Others,67631.88125210676
PhD,3,Urban,Education,Software Engineer,79610.44398082834
High School,29,Rural,Healthcare,Others,88172.21052246582
PhD,11,Urban,Healthcare,Others,105104.6592382523
High School,34,Rural,Healthcare,Business Analyst,94292.96512702643
Master's,12,Urban,Education,Software Engineer,110569.4405939448
Master's,30,Urban,Finance,Software Engineer,111677.14736782415
Master's,37,Urban,Finance,Data Scientist,140342.85324714103
PhD,22,Suburban,Tech,Data Scientist,121919.01316430017
Bachelor's,3,Rural,Healthcare,Software Engineer,56375.21162545439
Bachelor's,15,Suburban,Healthcare,Software Engineer,68980.05746251358
Master's,6,Rural,Healthcare,Data Scientist,88586.01097140317
Bachelor's,21,Urban,Tech,Business Analyst,85622.68717690333
Bachelor's,28,Suburban,Healthcare,Business Analyst,77832.78908800328
PhD,10,Rural,Finance,Business Analyst,121356.74840723918
High School,32,Urban,Healthcare,Business Analyst,102026.80938561313
Master's,28,Rural,Tech,Data Scientist,122520.14615306491
Master's,38,Rural,Education,Project Manager,130772.1741859687
PhD,11,Urban,Education,Others,103767.49880050561
PhD,6,Suburban,Finance,Others,94529.58786156362
Bachelor's,38,Urban,Finance,Others,97131.24344749932
Master's,25,Suburban,Finance,Others,123350.3577232919
High School,39,Rural,Education,Data Scientist,81296.06107475227
PhD,8,Rural,Healthcare,Project Manager,91341.05149237314
High School,40,Rural,Tech,Data Scientist,92658.37948930432
High School,33,Suburban,Tech,Project Manager,79693.9733042794
Master's,12,Urban,Healthcare,Data Scientist,80603.55430698094
Master's,35,Suburban,Education,Software Engineer,111413.51671102578
PhD,24,Rural,Education,Project Manager,118614.15885549769
Master's,23,Rural,Tech,Others,106430.18900472333
Master's,16,Urban,Finance,Project Manager,91883.85748957371
Master's,1,Suburban,Finance,Business Analyst,79586.09388039722
High School,12,Rural,Tech,Project Manager,45925.6508484541
PhD,30,Suburban,Tech,Business Analyst,128609.75105841664
Bachelor's,28,Suburban,Healthcare,Business Analyst,84667.28319053362
High School,27,Urban,Healthcare,Software Engineer,55956.71980960739
Master's,26,Urban,Healthcare,Project Manager,111071.23871849972
High School,14,Rural,Healthcare,Software Engineer,51274.749402640904
Master's,30,Urban,Healthcare,Others,120699.07530654725
Master's,39,Suburban,Healthcare,Project Manager,136014.7064339
High School,14,Urban,Finance,Data Scientist,45057.9032722603
PhD,32,Suburban,Tech,Data Scientist,140437.77762242442
Master's,19,Rural,Education,Data Scientist,115003.81104754447
PhD,11,Suburban,Healthcare,Business Analyst,88198.40328025655
Bachelor's,36,Urban,Finance,Data Scientist,89862.9715230895
Master's,8,Urban,Tech,Others,86380.44820322117
PhD,22,Rural,Tech,Project Manager,134041.6124695003
PhD,7,Urban,Tech,Project Manager,100339.38474875805
Bachelor's,31,Rural,Healthcare,Business Analyst,82234.42994270894
PhD,13,Rural,Healthcare,Business Analyst,99007.72578402575
PhD,26,Urban,Education,Business Analyst,126288.16112135204
Bachelor's,24,Suburban,Healthcare,Others,80714.4602069912
Master's,12,Rural,Tech,Project Manager,76069.15046781347
PhD,20,Suburban,Tech,Software Engineer,133118.9055413848
PhD,30,Urban,Finance,Business Analyst,138764.23183138075
PhD,36,Suburban,Finance,Data Scientist,163684.4892205307
High School,4,Suburban,Education,Software Engineer,33932.928733508896
Bachelor's,12,Suburban,Finance,Software Engineer,57443.59907129186
High School,27,Suburban,Education,Business Analyst,75811.65275711301
Bachelor's,24,Urban,Finance,Data Scientist,65982.73914948112
Master's,34,Urban,Tech,Business Analyst,105258.12491139385
Master's,38,Suburban,Healthcare,Business Analyst,116681.00918061857
PhD,6,Urban,Healthcare,Data Scientist,112052.28620659208
Bachelor's,37,Urban,Education,Software Engineer,112482.15177309756
Master's,31,Rural,Healthcare,Software Engineer,108131.82837529916
Bachelor's,2,Urban,Healthcare,Data Scientist,55592.73071560396
Master's,38,Suburban,Finance,Software Engineer,138464.34276773382
High School,36,Urban,Tech,Others,61362.09400960839
Master's,21,Urban,Healthcare,Business Analyst,103916.85356487846
High School,7,Urban,Tech,Others,30669.037846068677
Master's,16,Urban,Finance,Others,76189.59459034319
PhD,26,Rural,Finance,Others,148983.30107268257
High School,32,Suburban,Healthcare,Project Manager,74625.86093361577
Master's,16,Suburban,Healthcare,Project Manager,91181.8088196227
PhD,11,Urban,Finance,Others,94973.10619322922
High School,26,Urban,Finance,Business Analyst,83228.98843494011
PhD,7,Rural,Education,Others,95767.14739854154
Bachelor's,22,Urban,Education,Others,55952.52312219466
Bachelor's,28,Rural,Tech,Project Manager,86609.66659491368
High School,19,Suburban,Finance,Others,60872.8692207555
Master's,15,Suburban,Tech,Business Analyst,95194.16395665487
High School,16,Rural,Finance,Business Analyst,47529.88337255418
PhD,15,Suburban,Tech,Others,106860.85383023723
Master's,18,Urban,Education,Business Analyst,91978.78940296631
Bachelor's,7,Urban,Finance,Others,58500.21333207969
Master's,37,Rural,Finance,Project Manager,119257.23912964086
Bachelor's,37,Suburban,Tech,Others,77858.03706189457
Master's,28,Suburban,Tech,Software Engineer,100940.55489919639
Master's,40,Rural,Healthcare,Project Manager,146507.34874264992
Master's,35,Rural,Healthcare,Business Analyst,126849.00580053998
PhD,25,Suburban,Education,Business Analyst,118894.34689629228
PhD,30,Rural,Finance,Project Manager,121383.7278689247
High School,11,Urban,Finance,Software Engineer,23803.531848020335
High School,16,Suburban,Tech,Project Manager,47354.03924043134
Bachelor's,14,Rural,Education,Data Scientist,73531.1974405752
PhD,8,Rural,Finance,Software Engineer,119142.48903408922
Bachelor's,38,Rural,Education,Project Manager,111036.85412771514
High School,11,Suburban,Healthcare,Data Scientist,37279.101096638886
Bachelor's,31,Urban,Tech,Others,85034.79397494931
High School,24,Urban,Finance,Software Engineer,47048.940759356825
PhD,38,Suburban,Tech,Others,138266.1139843519
Master's,17,Rural,Healthcare,Data Scientist,109377.9542499487
PhD,14,Suburban,Education,Business Analyst,125019.09450156782
Bachelor's,31,Suburban,Education,Business Analyst,82408.44105225113
Bachelor's,5,Rural,Healthcare,Business Analyst,57035.70110113597
PhD,34,Suburban,Healthcare,Others,145876.42107126533
PhD,33,Urban,Finance,Software Engineer,112335.91555646293
High School,37,Suburban,Finance,Others,98166.38353462746
Bachelor's,4,Rural,Finance,Others,33859.129494064604
Bachelor's,17,Suburban,Finance,Business Analyst,50307.59682335447
PhD,15,Urban,Finance,Others,128769.05855159646
Master's,7,Suburban,Education,Data Scientist,77614.15404670447
Bachelor's,24,Suburban,Finance,Project Manager,69844.85092911957
Master's,31,Suburban,Healthcare,Project Manager,121033.03631089312
PhD,25,Suburban,Healthcare,Project Manager,128280.53306045978
PhD,21,Rural,Finance,Business Analyst,113549.14354852255
High School,30,Urban,Healthcare,Business Analyst,75491.54623530425
Bachelor's,9,Urban,Tech,Project Manager,75988.4586370572
Master's,11,Urban,Education,Software Engineer,74458.94253629509
High School,27,Suburban,Education,Project Manager,73537.63738613832
Bachelor's,5,Urban,Finance,Others,71453.12186366273
High School,19,Rural,Tech,Project Manager,32922.15168458882
PhD,4,Suburban,Finance,Project Manager,91047.51680671237
Bachelor's,22,Suburban,Finance,Software Engineer,94460.35998567489
High School,8,Urban,Healthcare,Business Analyst,23695.506140565918
High School,28,Suburban,Education,Business Analyst,61635.88609747532
Master's,15,Suburban,Tech,Others,106979.98644141814
High School,21,Urban,Healthcare,Project Manager,62478.848512561104
Bachelor's,7,Rural,Education,Data Scientist,45306.73564114241
Bachelor's,19,Rural,Education,Others,97313.31823162262
Master's,13,Urban,Finance,Business Analyst,88459.01693530432
Bachelor's,38,Rural,Tech,Software Engineer,115507.4370849538
PhD,36,Rural,Finance,Business Analyst,137832.0817289198
Bachelor's,33,Rural,Healthcare,Business Analyst,97176.82471104941
Bachelor's,10,Suburban,Finance,Software Engineer,68795.2832500923
High School,39,Suburban,Finance,Project Manager,95736.12146268542
High School,32,Suburban,Education,Project Manager,63970.336051929145
Bachelor's,30,Rural,Education,Business Analyst,84256.44991193255
Master's,33,Suburban,Healthcare,Others,127864.13700208455
High School,6,Rural,Education,Data Scientist,52355.27921666182
Master's,22,Urban,Education,Others,90722.38032327517
Bachelor's,6,Rural,Education,Others,66221.56583793514
Bachelor's,24,Suburban,Finance,Business Analyst,83295.87206823082
PhD,2,Rural,Tech,Business Analyst,92539.00838681527
High School,37,Suburban,Healthcare,Data Scientist,110831.28788387272
Bachelor's,19,Suburban,Finance,Data Scientist,70644.7994629357
PhD,33,Urban,Healthcare,Data Scientist,139723.30607446606
High School,29,Urban,Finance,Business Analyst,54249.20476792686
Bachelor's,16,Suburban,Healthcare,Business Analyst,74404.73159980992
Bachelor's,9,Rural,Education,Others,55177.58634545693
High School,34,Urban,Healthcare,Business Analyst,71728.25011012693
High School,19,Urban,Tech,Project Manager,48414.60912567282
High School,17,Suburban,Healthcare,Project Manager,42950.07284508058
Bachelor's,26,Rural,Tech,Data Scientist,99158.70510138356
Bachelor's,35,Urban,Healthcare,Business Analyst,95686.47660440592
PhD,22,Urban,Education,Project Manager,131064.79059635225
Master's,31,Rural,Healthcare,Others,144505.11856692578
High School,9,Urban,Finance,Software Engineer,50556.15102441588
Bachelor's,10,Rural,Education,Others,79515.55913470857
Bachelor's,37,Suburban,Education,Software Engineer,125178.47470746715
High School,5,Urban,Finance,Others,40441.1410193582
Master's,40,Suburban,Education,Project Manager,139311.42935293444
